"gender","Team","Background","Pro.level","Winter.Training.Camp","altitude_results","vo2_results","hr_results","Continent","age"
1,4,6,1,1,0.718558017874892,-0.125030957179451,0.029024585809896,4,0.465458704943375
0,2,5,1,0,-0.262408559428715,-0.623729931684383,-0.786654640697707,3,0.63614396528198
0,1,2,1,0,0.858696100346836,1.86976494084028,1.38848996332257,1,1.3188850066364
1,1,4,1,0,0.718558017874892,0.587396149256167,0.164971123561163,6,-1.41207915878128
0,3,6,1,1,0.29814377045906,0.0886971747512348,0.912677081193132,5,0.465458704943375
0,4,3,0,0,-1.31344417796829,-1.12242890618932,-1.12652098507587,1,0.124088184266166
1,5,2,1,1,-1.03316801302441,-1.47864245940713,-1.26246752282714,5,1.66025552731361
0,3,6,0,0,-1.66378938414815,-0.908700774258631,-0.922601178448974,3,0.806829225620585
0,3,4,0,0,-0.0522014357207994,-0.0537882465358888,0.232944392436797,5,-0.900023377765463
0,1,2,0,1,-1.03316801302441,0.017454464107673,-0.106921951941371,2,-0.217282336411044
0,3,2,1,0,-0.893029930552463,0.444910727969044,0.232944392436797,5,0.806829225620585
0,1,3,1,0,-1.87399650785607,-2.19106956584274,-1.67030713608094,2,-1.07070863810407
0,3,3,1,1,0.158005687987116,0.872366991830415,0.912677081193132,4,0.63614396528198
0,4,3,1,0,-1.24337513673232,-0.979943484902192,-1.33044079170278,1,-1.75344967945849
1,3,5,0,1,-1.10323705426038,-1.40739974876356,-1.87422694270784,5,0.124088184266166
0,4,2,1,1,1.34917938899864,2.15473578341453,2.13619592095454,4,-1.24139389844267
1,2,1,1,0,0.508350894166976,0.30242530668192,-0.242868489692638,5,-0.217282336411044
1,4,5,0,0,-2.50461787897982,-3.25971022549617,-3.36963885797178,5,1.14819974629779
0,2,4,0,0,-1.87399650785607,-1.47864245940713,-1.46638732945404,3,1.3188850066364
0,1,2,1,0,0.99883418281878,1.15733783440466,1.32051669444693,5,0.806829225620585
0,1,5,0,1,-0.822960889316491,-0.48124451039726,0.232944392436797,6,-0.0465970760724391
1,5,1,0,0,-1.66378938414815,-1.83485601262493,-2.01017348045911,2,-1.75344967945849
0,1,6,0,1,1.13897226529072,1.94100765148384,2.13619592095454,1,-0.729338117426858
0,3,4,0,0,0.928765141582808,0.801124281186853,0.776730543441865,3,0.63614396528198
0,3,1,1,0,1.06890322405475,1.0860951237611,1.32051669444693,6,-0.558652857088253
0,5,6,1,0,0.0178676055151725,0.373668017325482,0.0969978546855296,3,-0.900023377765463
0,3,2,1,0,0.0178676055151725,1.01485241311754,0.912677081193132,1,0.63614396528198
0,1,6,1,0,0.928765141582808,0.729881570543291,0.708757274566232,2,0.294773444604771
0,5,2,1,1,0.64848897663892,0.587396149256167,0.436864199063697,5,-1.07070863810407
0,3,3,0,0,-0.682822806844547,-0.552487221040821,-0.65070810294644,4,1.14819974629779
0,4,5,0,0,-1.59372034291218,-0.694972642327945,-0.786654640697707,5,-0.217282336411044
0,4,6,1,0,0.158005687987116,0.444910727969044,0.232944392436797,5,1.3188850066364
1,5,5,1,0,-0.682822806844547,-1.19367161683288,-1.33044079170278,4,0.806829225620585
0,2,2,1,0,0.29814377045906,0.0886971747512348,0.776730543441865,4,-0.900023377765463
1,4,6,1,0,-1.31344417796829,-2.19106956584274,-2.07814674933474,1,-0.729338117426858
1,2,5,0,1,1.83966267765044,1.01485241311754,0.980650350068766,2,-0.729338117426858
1,5,3,1,0,-0.262408559428715,-0.48124451039726,-0.446788296319539,2,-0.217282336411044
0,3,3,1,1,-0.752891848080519,-0.694972642327945,-0.446788296319539,4,0.465458704943375
0,3,6,0,0,-0.472615683136631,0.444910727969044,-0.242868489692638,4,-0.900023377765463
1,3,1,0,0,-1.17330609549635,-1.26491432747644,-1.26246752282714,3,-1.07070863810407
0,3,5,1,0,0.0879366467511445,0.587396149256167,0.844703812317499,6,-0.217282336411044
0,4,6,1,0,-0.122270476956771,0.017454464107673,0.164971123561163,5,0.124088184266166
0,2,6,1,1,2.1900078838303,1.58479409826603,2.00024938320327,1,-0.558652857088253
0,1,6,0,0,-0.542684724372603,0.017454464107673,-0.174895220817005,3,1.14819974629779
1,1,3,0,1,-0.402546641900659,0.0886971747512348,0.0969978546855296,5,-1.07070863810407
1,1,2,0,0,-0.402546641900659,-0.837458063615069,-0.582734834070806,5,-0.558652857088253
0,4,2,1,0,-0.472615683136631,-0.338759089110136,-0.106921951941371,3,0.63614396528198
1,1,3,0,1,-0.963098971788435,-1.05118619554575,-0.786654640697707,3,0.806829225620585
1,4,1,1,0,-0.122270476956771,-1.05118619554575,-1.26246752282714,4,0.465458704943375
1,4,5,1,1,-1.38351321920427,-1.05118619554575,-0.85462790957334,5,-0.900023377765463
1,3,2,1,0,0.64848897663892,0.30242530668192,0.30091766131243,1,-0.558652857088253
1,2,6,1,1,1.06890322405475,0.943609702473977,0.776730543441865,6,1.14819974629779
1,4,5,1,0,0.29814377045906,-0.125030957179451,0.164971123561163,1,0.465458704943375
0,3,3,1,1,0.228074729223088,0.231182596038358,0.30091766131243,2,0.294773444604771
0,3,1,1,0,-0.262408559428715,0.872366991830415,0.368890930188064,4,-0.387967596749649
1,3,3,1,0,0.0879366467511445,-0.837458063615069,-0.922601178448974,6,0.97751448595919
0,3,2,0,1,-1.10323705426038,0.0886971747512348,-0.310841758568272,1,0.63614396528198
0,2,3,1,0,1.76959363641447,1.94100765148384,1.38848996332257,6,1.66025552731361
0,2,2,1,0,1.06890322405475,1.01485241311754,0.912677081193132,5,0.124088184266166
0,2,3,1,1,0.578419935402948,0.729881570543291,0.912677081193132,1,-0.900023377765463
1,5,2,1,1,2.04986980135836,1.58479409826603,1.52443650107383,5,0.63614396528198
0,3,2,1,0,-1.8039274666201,-1.40739974876356,-1.39841406057841,6,0.465458704943375
1,4,4,0,1,-1.10323705426038,-1.97734143391206,-1.46638732945404,3,-0.729338117426858
1,1,2,1,0,0.99883418281878,0.373668017325482,0.368890930188064,3,1.489570266975
0,3,2,0,0,-1.66378938414815,-0.694972642327945,-0.922601178448974,3,1.14819974629779
0,3,3,1,0,0.29814377045906,0.0886971747512348,0.0969978546855296,1,-1.24139389844267
0,3,5,0,1,-0.893029930552463,-0.0537882465358888,0.0969978546855296,5,0.294773444604771
1,4,6,1,0,-0.262408559428715,-0.623729931684383,-0.85462790957334,1,0.465458704943375
1,1,2,0,0,-1.73385842538413,-2.19106956584274,-1.67030713608094,3,1.489570266975
1,3,1,1,0,-1.59372034291218,-2.04858414455562,-2.68990616921545,1,-1.58276441911988
0,3,5,0,0,1.13897226529072,1.0860951237611,1.11659688782003,3,0.124088184266166
0,1,2,0,0,-0.612753765608575,0.587396149256167,0.164971123561163,4,-0.387967596749649
1,5,5,0,1,-0.192339518192743,0.017454464107673,-0.310841758568272,2,-0.558652857088253
0,2,2,1,1,0.858696100346836,0.872366991830415,1.11659688782003,3,0.806829225620585
0,1,2,1,0,0.508350894166976,0.658638859899729,0.708757274566232,5,-1.24139389844267
1,2,1,0,0,0.228074729223088,0.872366991830415,0.164971123561163,4,1.489570266975
0,5,4,1,0,-0.0522014357207994,0.373668017325482,0.0969978546855296,1,-0.900023377765463
1,5,6,1,0,0.508350894166976,0.373668017325482,-0.106921951941371,5,-0.0465970760724391
0,3,5,1,1,0.578419935402948,0.658638859899729,0.912677081193132,6,-0.900023377765463
0,2,1,1,0,1.48931747147058,1.65603680890959,1.4564632321982,2,-0.0465970760724391
1,4,6,1,1,0.578419935402948,0.231182596038358,-0.106921951941371,5,-0.900023377765463
1,1,2,1,1,-0.402546641900659,-1.19367161683288,-0.582734834070806,4,-1.58276441911988
1,4,6,1,0,-0.822960889316491,-1.62112788069425,-1.19449425395151,1,-0.0465970760724391
1,3,6,1,0,-0.0522014357207994,-0.552487221040821,-1.12652098507587,6,0.97751448595919
0,1,2,1,1,0.228074729223088,-0.0537882465358888,0.844703812317499,5,-0.387967596749649
0,4,2,1,1,-0.402546641900659,-0.196273667823012,0.164971123561163,5,1.3188850066364
0,4,2,0,0,-2.08420363156399,-2.19106956584274,-1.87422694270784,1,-1.58276441911988
0,4,5,1,1,0.438281852931004,1.29982325569179,1.38848996332257,6,-1.24139389844267
1,4,6,1,0,-0.402546641900659,-0.623729931684383,-0.718681371822073,6,-0.900023377765463
0,3,6,1,1,-1.8039274666201,-0.979943484902192,-0.922601178448974,6,-0.558652857088253
1,4,6,0,1,0.508350894166976,0.373668017325482,0.30091766131243,5,0.294773444604771
1,5,2,1,0,1.27911034776267,0.159939885394797,0.368890930188064,6,-0.217282336411044
0,1,1,0,1,-1.03316801302441,-0.766215352971507,-0.582734834070806,4,-1.75344967945849
0,2,1,1,1,-0.472615683136631,0.30242530668192,0.640784005690598,1,0.63614396528198
0,3,2,0,0,0.29814377045906,0.30242530668192,0.572810736814965,5,0.97751448595919
0,3,3,1,0,0.368212811695032,1.22858054504822,0.572810736814965,6,-0.387967596749649
0,5,6,1,0,-0.472615683136631,-0.410001799753698,-0.0389486830657376,1,-0.387967596749649
0,1,1,1,1,0.228074729223088,-0.267516378466574,-0.310841758568272,6,-0.558652857088253
1,3,5,1,0,1.41924843023461,0.658638859899729,0.776730543441865,4,1.66025552731361
1,1,3,1,0,-0.682822806844547,-1.33615703812,-1.60233386720531,1,-1.24139389844267
1,3,2,1,1,2.04986980135836,1.86976494084028,2.00024938320327,4,1.66025552731361
1,1,6,1,1,2.04986980135836,1.15733783440466,1.59240976994947,4,0.465458704943375
0,5,2,0,0,-1.31344417796829,-0.837458063615069,-0.85462790957334,2,-1.07070863810407
0,4,2,1,0,0.228074729223088,0.872366991830415,0.912677081193132,6,-0.558652857088253
1,4,2,0,0,-0.963098971788435,-2.40479769777343,-1.94220021158348,3,-1.75344967945849
0,4,2,1,1,0.0178676055151725,0.943609702473977,0.912677081193132,4,-0.900023377765463
0,2,3,1,1,0.99883418281878,0.658638859899729,0.708757274566232,3,1.14819974629779
0,4,3,1,0,0.788627059110864,1.01485241311754,0.776730543441865,6,0.806829225620585
1,1,2,0,1,-0.612753765608575,-1.47864245940713,-1.46638732945404,2,-1.07070863810407
0,3,6,1,0,0.228074729223088,0.30242530668192,-0.106921951941371,1,0.124088184266166
0,4,3,1,0,-2.08420363156399,-0.979943484902192,-0.990574447324608,4,-1.41207915878128
1,1,2,1,1,0.228074729223088,-0.267516378466574,-0.446788296319539,5,0.63614396528198
0,3,2,1,1,0.99883418281878,1.0860951237611,1.6603830388251,4,-0.387967596749649
1,4,6,1,0,0.368212811695032,-0.125030957179451,-0.106921951941371,6,1.489570266975
0,1,5,0,1,0.718558017874892,1.22858054504822,1.72835630770074,4,1.3188850066364
1,1,3,1,1,1.41924843023461,1.22858054504822,0.776730543441865,6,-0.387967596749649
1,5,1,1,0,0.718558017874892,-0.623729931684383,-0.242868489692638,2,1.3188850066364
0,1,4,1,0,1.06890322405475,1.15733783440466,1.2525434255713,1,-0.900023377765463
0,3,2,1,0,-0.612753765608575,-0.196273667823012,-0.0389486830657376,6,-1.07070863810407
0,2,1,1,0,0.99883418281878,1.51355138762247,1.4564632321982,5,-0.217282336411044
0,1,3,1,0,-0.192339518192743,-0.267516378466574,-0.242868489692638,4,0.63614396528198
0,4,4,1,1,0.928765141582808,0.587396149256167,0.776730543441865,4,0.806829225620585
0,3,5,1,0,-0.0522014357207994,0.373668017325482,0.232944392436797,6,1.66025552731361
1,1,1,0,1,0.29814377045906,0.373668017325482,-0.106921951941371,6,-0.0465970760724391
0,4,6,1,0,-0.332477600664687,0.231182596038358,-0.0389486830657376,3,1.14819974629779
1,3,2,0,0,-0.262408559428715,-0.908700774258631,-0.786654640697707,4,0.63614396528198
1,1,6,1,0,0.578419935402948,-0.196273667823012,-0.0389486830657376,4,1.489570266975
1,2,4,0,1,1.76959363641447,1.44230867697891,0.912677081193132,3,0.97751448595919
0,3,3,1,0,-0.893029930552463,-0.837458063615069,-0.990574447324608,5,0.465458704943375
0,1,5,1,1,0.578419935402948,1.0860951237611,1.38848996332257,1,0.806829225620585
0,3,5,0,0,-0.262408559428715,0.0886971747512348,0.164971123561163,6,-1.24139389844267
1,4,1,0,1,-1.03316801302441,-0.552487221040821,-0.990574447324608,4,-0.558652857088253
1,4,5,0,1,-0.262408559428715,-0.623729931684383,-0.718681371822073,1,0.63614396528198
1,1,1,1,0,0.928765141582808,-0.837458063615069,-0.242868489692638,6,-0.558652857088253
1,2,5,1,0,0.578419935402948,-0.48124451039726,-0.378815027443905,6,-1.07070863810407
1,2,2,1,0,1.2090413065267,0.658638859899729,0.368890930188064,6,-0.558652857088253
0,2,2,1,1,1.13897226529072,0.943609702473977,0.776730543441865,4,0.465458704943375
1,4,2,1,1,0.718558017874892,0.872366991830415,0.640784005690598,3,-0.0465970760724391
1,4,6,0,1,-0.893029930552463,-0.125030957179451,-0.378815027443905,2,0.63614396528198
0,5,6,1,0,0.29814377045906,1.15733783440466,1.0486236189444,6,-1.07070863810407
0,1,6,1,1,0.718558017874892,0.943609702473977,1.6603830388251,6,-1.24139389844267
1,4,3,0,1,-0.682822806844547,-0.766215352971507,-1.19449425395151,3,-0.217282336411044
1,1,1,0,0,-0.332477600664687,-0.908700774258631,-0.786654640697707,6,0.806829225620585
1,2,5,1,0,0.438281852931004,0.0886971747512348,0.164971123561163,4,1.66025552731361
1,3,6,1,0,0.718558017874892,-0.552487221040821,-0.446788296319539,6,-0.558652857088253
1,3,1,1,0,0.578419935402948,0.30242530668192,-0.0389486830657376,5,1.66025552731361
1,3,6,0,0,-1.59372034291218,-2.11982685519918,-2.55395963146418,1,-1.75344967945849
0,2,1,1,1,0.788627059110864,0.516153438612606,0.640784005690598,5,0.806829225620585
0,3,3,1,0,-1.10323705426038,-0.125030957179451,-0.446788296319539,3,-1.24139389844267
1,3,6,1,0,1.27911034776267,1.29982325569179,1.0486236189444,2,0.465458704943375
0,4,1,1,1,0.158005687987116,0.373668017325482,0.776730543441865,3,0.465458704943375
0,1,6,1,1,0.368212811695032,1.0860951237611,1.32051669444693,4,-1.58276441911988
0,3,2,1,0,-0.402546641900659,0.516153438612606,0.0969978546855296,1,0.806829225620585
0,1,5,0,1,-1.03316801302441,-0.267516378466574,0.572810736814965,1,-1.58276441911988
0,2,2,1,1,0.0178676055151725,0.373668017325482,0.30091766131243,4,-0.0465970760724391
0,3,3,1,1,0.438281852931004,0.587396149256167,0.708757274566232,4,-0.217282336411044
1,3,2,1,1,0.788627059110864,0.373668017325482,0.232944392436797,1,0.806829225620585
0,4,1,1,1,-1.17330609549635,0.159939885394797,-0.0389486830657376,6,-0.558652857088253
1,3,6,0,0,1.34917938899864,0.373668017325482,0.572810736814965,1,-0.900023377765463
0,1,3,1,0,0.0879366467511445,-0.48124451039726,-0.106921951941371,5,0.124088184266166
0,4,4,0,0,-0.122270476956771,0.729881570543291,0.708757274566232,4,0.294773444604771
0,2,6,0,1,0.368212811695032,1.15733783440466,1.32051669444693,3,-1.41207915878128
1,4,1,0,0,-2.71482500268773,-2.68976854034768,-2.35003982483728,4,1.489570266975
0,3,5,1,0,0.228074729223088,0.801124281186853,0.504837467939331,2,-1.58276441911988
0,3,5,1,0,0.228074729223088,1.0860951237611,0.708757274566232,5,-0.387967596749649
1,1,1,1,0,0.438281852931004,0.231182596038358,0.30091766131243,3,-0.217282336411044
0,4,6,1,0,0.0178676055151725,0.729881570543291,0.504837467939331,1,0.63614396528198
1,2,6,1,1,1.55938651270656,0.516153438612606,0.436864199063697,6,-1.24139389844267
0,3,5,1,0,-0.612753765608575,-0.125030957179451,-0.106921951941371,6,-1.75344967945849
0,4,5,1,0,0.438281852931004,0.444910727969044,0.0969978546855296,5,1.66025552731361
1,1,1,1,0,0.158005687987116,-0.338759089110136,-0.310841758568272,4,-1.58276441911988
1,5,6,0,0,0.228074729223088,0.658638859899729,0.436864199063697,3,-0.217282336411044
0,4,1,0,0,-1.10323705426038,-0.979943484902192,-1.46638732945404,4,1.83094078765221
0,1,1,0,1,-0.893029930552463,-0.338759089110136,-0.174895220817005,4,-0.0465970760724391
0,1,5,1,1,1.41924843023461,2.0122503621274,2.13619592095454,4,-1.07070863810407
1,3,1,0,1,-0.612753765608575,-1.54988517005069,-1.19449425395151,1,-1.07070863810407
1,4,6,1,0,0.99883418281878,0.0886971747512348,0.436864199063697,5,0.97751448595919
1,4,2,0,0,-0.752891848080519,-1.26491432747644,-1.53436059832968,2,-1.75344967945849
0,4,4,1,1,0.508350894166976,0.801124281186853,1.0486236189444,6,-1.24139389844267
0,3,2,1,0,-0.472615683136631,0.30242530668192,-0.242868489692638,6,-0.900023377765463
0,3,2,1,0,-1.45358226044024,-0.623729931684383,-0.922601178448974,4,1.14819974629779
0,4,1,0,1,-1.10323705426038,-1.26491432747644,-0.922601178448974,5,1.3188850066364
0,1,1,0,1,-0.122270476956771,-0.0537882465358888,0.30091766131243,4,1.66025552731361
0,2,5,0,1,1.62945555394253,2.15473578341453,2.13619592095454,2,-1.07070863810407
1,5,2,1,0,-0.332477600664687,-0.694972642327945,-0.65070810294644,2,0.97751448595919
0,1,4,1,0,1.41924843023461,2.15473578341453,2.13619592095454,4,-1.41207915878128
1,2,1,0,1,-0.332477600664687,-0.552487221040821,-0.922601178448974,6,1.66025552731361
1,1,6,1,1,1.41924843023461,1.15733783440466,1.2525434255713,3,-1.07070863810407
1,1,1,1,0,0.788627059110864,0.373668017325482,-0.174895220817005,1,-1.58276441911988
1,1,6,1,0,0.99883418281878,0.516153438612606,0.980650350068766,2,1.3188850066364
0,4,3,1,0,0.228074729223088,0.801124281186853,0.640784005690598,2,0.294773444604771
1,2,1,1,0,-0.262408559428715,-1.47864245940713,-1.53436059832968,1,-1.58276441911988
1,2,2,0,0,-0.822960889316491,-1.40739974876356,-1.73828040495658,6,-1.07070863810407
1,2,5,1,0,0.438281852931004,-0.267516378466574,-0.174895220817005,1,1.14819974629779
0,1,6,0,1,-0.893029930552463,-0.338759089110136,0.029024585809896,1,-0.0465970760724391
0,2,6,0,1,0.0178676055151725,1.37106596633535,1.52443650107383,6,0.63614396528198
0,4,5,1,0,0.99883418281878,0.943609702473977,1.11659688782003,5,-0.387967596749649
0,3,3,1,0,-0.332477600664687,-0.0537882465358888,-0.242868489692638,4,0.97751448595919
0,4,4,0,1,-0.0522014357207994,1.58479409826603,1.59240976994947,6,0.124088184266166
0,4,1,1,1,-1.24337513673232,-1.12242890618932,-0.514761565195173,2,-0.729338117426858
0,3,6,1,0,-0.612753765608575,-0.125030957179451,-0.106921951941371,4,-1.07070863810407
1,5,5,1,0,-0.682822806844547,-0.410001799753698,-0.106921951941371,4,0.124088184266166
0,2,5,0,1,0.578419935402948,0.30242530668192,0.640784005690598,1,0.124088184266166
0,3,5,1,0,-0.542684724372603,-0.48124451039726,-0.718681371822073,1,-0.217282336411044
0,4,6,0,1,0.64848897663892,0.373668017325482,0.912677081193132,3,-1.75344967945849
1,3,2,1,0,-0.0522014357207994,0.017454464107673,-0.446788296319539,6,-1.75344967945849
1,4,5,0,1,0.508350894166976,0.872366991830415,1.0486236189444,4,0.294773444604771
1,4,6,0,0,-1.03316801302441,-0.837458063615069,-1.39841406057841,2,0.124088184266166
0,1,1,0,0,-0.682822806844547,0.516153438612606,0.164971123561163,5,-1.41207915878128
1,4,2,1,1,0.578419935402948,0.231182596038358,0.0969978546855296,3,0.294773444604771
1,4,1,1,0,-0.752891848080519,-1.19367161683288,-1.26246752282714,6,-0.0465970760724391
1,1,5,1,0,0.64848897663892,1.22858054504822,1.11659688782003,6,-0.558652857088253
1,4,1,1,0,0.368212811695032,-0.0537882465358888,-0.106921951941371,1,1.66025552731361
1,2,2,0,0,-0.262408559428715,-0.837458063615069,-0.85462790957334,2,-1.41207915878128
1,4,4,0,1,1.2090413065267,1.0860951237611,1.0486236189444,3,0.63614396528198
1,2,6,1,0,0.0178676055151725,-1.12242890618932,-1.53436059832968,1,1.14819974629779
0,4,2,1,0,-0.472615683136631,-0.125030957179451,-0.310841758568272,5,-0.900023377765463
1,3,2,1,1,1.83966267765044,0.872366991830415,1.38848996332257,4,1.489570266975
1,3,6,1,0,0.0178676055151725,-0.766215352971507,-1.26246752282714,6,1.14819974629779
1,1,2,1,1,0.368212811695032,0.231182596038358,0.368890930188064,1,-1.24139389844267
0,4,5,1,0,1.27911034776267,1.0860951237611,1.4564632321982,4,0.294773444604771
0,2,2,0,0,0.64848897663892,0.516153438612606,0.708757274566232,2,0.465458704943375
1,1,2,1,0,-0.332477600664687,-0.267516378466574,-0.446788296319539,2,1.66025552731361
1,1,4,0,1,-1.45358226044024,-1.54988517005069,-1.33044079170278,6,0.465458704943375
0,2,1,1,0,1.76959363641447,1.58479409826603,1.32051669444693,4,1.66025552731361
1,1,1,1,0,0.438281852931004,-0.694972642327945,-0.310841758568272,3,-0.387967596749649
0,4,1,1,0,-0.752891848080519,-0.694972642327945,-0.242868489692638,2,1.489570266975
0,2,3,0,0,0.0879366467511445,0.373668017325482,-0.106921951941371,5,-1.07070863810407
1,4,6,0,1,1.41924843023461,0.658638859899729,1.11659688782003,4,-0.0465970760724391
0,1,3,1,0,0.928765141582808,1.65603680890959,1.59240976994947,4,0.63614396528198
0,1,3,1,1,-0.893029930552463,-0.410001799753698,0.029024585809896,5,1.489570266975
0,4,3,0,1,-2.50461787897982,-1.12242890618932,-1.26246752282714,1,-1.58276441911988
0,3,2,1,1,0.508350894166976,1.37106596633535,1.4564632321982,2,0.465458704943375
1,1,3,0,0,1.06890322405475,0.30242530668192,0.0969978546855296,3,0.97751448595919
1,4,4,1,0,-1.24337513673232,-1.83485601262493,-1.73828040495658,5,0.465458704943375
1,3,2,1,0,1.6995245951785,1.51355138762247,1.18457015669567,2,-1.07070863810407
0,3,1,1,0,0.99883418281878,1.44230867697891,1.4564632321982,6,-1.24139389844267
1,3,2,1,1,0.29814377045906,0.30242530668192,0.30091766131243,1,-0.0465970760724391
1,2,2,1,1,2.26007692506628,0.872366991830415,1.11659688782003,4,-0.217282336411044
0,1,6,0,0,-1.59372034291218,-0.837458063615069,-0.582734834070806,5,-0.0465970760724391
1,2,6,0,0,0.788627059110864,0.729881570543291,0.30091766131243,2,-0.0465970760724391
0,4,3,1,0,-1.17330609549635,-0.979943484902192,-0.446788296319539,1,0.465458704943375
0,3,5,0,1,-0.963098971788435,0.0886971747512348,-0.242868489692638,4,1.14819974629779
0,4,3,1,1,0.64848897663892,1.58479409826603,1.6603830388251,6,-1.07070863810407
0,1,5,1,0,2.11993884259433,2.15473578341453,1.93227611432764,2,0.124088184266166
0,3,6,1,1,-0.0522014357207994,0.801124281186853,1.32051669444693,5,-0.558652857088253
0,5,3,1,0,-1.10323705426038,-0.410001799753698,-0.990574447324608,5,-1.07070863810407
0,1,1,1,0,-1.10323705426038,-0.48124451039726,-0.174895220817005,6,-1.75344967945849
1,3,1,0,1,-0.682822806844547,-0.837458063615069,-0.582734834070806,4,-1.41207915878128
1,1,1,1,0,0.578419935402948,0.943609702473977,0.640784005690598,5,-1.24139389844267
1,4,2,0,1,-0.402546641900659,-0.694972642327945,-0.582734834070806,4,0.806829225620585
0,3,2,1,1,-0.963098971788435,-0.623729931684383,-0.786654640697707,6,1.3188850066364
0,3,4,1,0,0.788627059110864,0.943609702473977,1.2525434255713,1,1.83094078765221
0,3,2,1,0,-1.38351321920427,-0.196273667823012,-0.106921951941371,2,1.66025552731361
1,1,6,1,0,0.718558017874892,-0.0537882465358888,0.436864199063697,2,-0.387967596749649
1,3,2,1,1,0.29814377045906,0.729881570543291,0.368890930188064,4,1.489570266975
1,3,1,0,1,-1.24337513673232,-1.26491432747644,-1.12652098507587,4,-0.729338117426858
0,3,6,1,0,-2.71482500268773,-1.47864245940713,-1.94220021158348,3,0.806829225620585
1,1,6,1,0,-0.472615683136631,-0.338759089110136,-0.446788296319539,2,-0.387967596749649
0,3,6,1,1,0.438281852931004,0.231182596038358,0.708757274566232,6,-0.217282336411044
0,3,1,1,0,-1.87399650785607,-1.54988517005069,-1.39841406057841,2,1.489570266975
1,3,3,1,1,0.64848897663892,0.658638859899729,0.572810736814965,2,0.465458704943375
